User_ID,Venue_ID,Category_ID
558483,4d166dc8bb64224b4821ba65,4bf58dd8d48988d103941735
558483,4be4ed322468c928a78cff42,4bf58dd8d48988d1f9931735
558483,4c8fd3930b9e37044d92625e,4bf58dd8d48988d1f9931735
558483,4b328178f964a5205b0d25e3,4bf58dd8d48988d113941735
558483,4b91842ff964a5204ec233e3,4bf58dd8d48988d165941735
3843700,4c4e276567929c747ab6709b,4bf58dd8d48988d14e941735
2287345,4db7abcc6a238ed5d8e486d8,4bf58dd8d48988d1e5931735
2287345,4c7c6b4fdbaa76b04e1c314b,4bf58dd8d48988d13d941735
2287345,4c7c6b4fdbaa76b04e1c314b,4bf58dd8d48988d13d941735
2287345,4c9a2eba80958cfa40a940d4,None
2287345,4c7e886601df37046186e3ac,None
2287345,4d029c1254d0236a94e2e3d5,4bf58dd8d48988d13d941735
2287345,4b5909dbf964a520a17928e3,4bf58dd8d48988d118951735
2287345,4b5909dbf964a520a17928e3,4bf58dd8d48988d118951735
2287345,4ac2b8e3f964a520809a20e3,4bf58dd8d48988d112951735
2287345,4c61ecfcfa7bc928760c0d27,None
2287345,4c2a87bc8abca59329d5fe1f,4bf58dd8d48988d16e941735
2287345,4cb1fbdeaef16dcb23c9bd54,None
2287345,4c574c782308be9abee2586c,4bf58dd8d48988d1b0941735
2287345,4c7c6b4fdbaa76b04e1c314b,4bf58dd8d48988d13d941735
2287345,4be9496c88ed2d7fc9c1cc1d,4bf58dd8d48988d1fa931735
2361750,4bca6a1b68f976b070745f83,4bf58dd8d48988d111941735
6735110,4aa8255ff964a520954f20e3,4bf58dd8d48988d1e0931735
6735110,4abd7681f964a520778a20e3,4bf58dd8d48988d16c941735
6735110,4ab533aef964a520387320e3,4bf58dd8d48988d1e0931735
6735110,4aa8255ff964a520954f20e3,4bf58dd8d48988d1e0931735
6735110,4af0f2a4f964a52044e021e3,4bf58dd8d48988d15e941735
6735110,4af0f2a4f964a52044e021e3,4bf58dd8d48988d15e941735
6735110,4d03fd172f96f04dc92f1b54,4bf58dd8d48988d126941735
6735110,4c106189ce640f4771f33952,4bf58dd8d48988d1ce941735
6735110,4c106189ce640f4771f33952,4bf58dd8d48988d1ce941735
6735110,4af0f2a4f964a52044e021e3,4bf58dd8d48988d15e941735
6735110,4aa8255ff964a520954f20e3,4bf58dd8d48988d1e0931735
6735110,4aa7da96f964a5209d4d20e3,4bf58dd8d48988d1ce941735
6735110,4ae7516bf964a5205caa21e3,4bf58dd8d48988d1c5941735
6735110,4abd7681f964a520778a20e3,4bf58dd8d48988d16c941735
