User_ID,Venue_ID,Category_ID
33965,4c613eb412e5c9287809214c,4bf58dd8d48988d16f941735
33965,4b0ad030f964a520422823e3,4bf58dd8d48988d16c941735
33965,4aaec105f964a520286320e3,4bf58dd8d48988d100951735
33965,4a920bfdf964a520b21c20e3,4bf58dd8d48988d159941735
33965,4ba565eef964a520310339e3,4bf58dd8d48988d14e941735
33965,4a9614b9f964a520f62520e3,4bf58dd8d48988d1d2941735
33965,4a9da281f964a520bb3820e3,4bf58dd8d48988d1ca941735
33965,4a9205c2f964a5209f1c20e3,4bf58dd8d48988d116941735
4104366,4bd70ea04e32d13a4d96c380,4bf58dd8d48988d1d2941735
4104366,4c4ee67792b6a593efd5ad70,None
4104366,4ab95ac5f964a5200e7f20e3,4bf58dd8d48988d11b941735
4104366,4b9659c2f964a52085c734e3,4bf58dd8d48988d1fa931735
2429331,4bb226ddf964a520e1bd3ce3,4bf58dd8d48988d146941735
3041547,4ca43116f88a9521fe0ab049,None
3041547,4b65b324f964a52056fa2ae3,4bf58dd8d48988d176941735
2636583,4defc0ce45dd29e268a6d29f,None
2636583,4cec718162ef6dcb9773ec59,4bf58dd8d48988d173941735
2636583,4ceb3a54baa6a1cdd8703d6c,None
2636583,4dedac40c65bf34fc6db3686,4bf58dd8d48988d103941735
2636583,4dc102a07d8bf48713b8b542,4bf58dd8d48988d1e2941735
2636583,4de826d852b1741cdafbffbb,4bf58dd8d48988d103941735
2636583,4a7fa227f964a5206bf41fe3,4bf58dd8d48988d116941735
2636583,4c0bf8e9009a0f4795eaebbf,4bf58dd8d48988d147941735
2636583,4b099658f964a520ec1923e3,4bf58dd8d48988d179941735
2636583,4bb4da2f2ba29c741560ef2d,4bf58dd8d48988d116941735
2636583,4c031d05310fc9b6f789c561,4bf58dd8d48988d116941735
2636583,4b435fe4f964a52019df25e3,4bf58dd8d48988d143941735
2636583,4b771827f964a520c17c2ee3,4bf58dd8d48988d118951735
2636583,4ae23801f964a520f48b21e3,4bf58dd8d48988d1e0931735
2636583,4b5745f8f964a520a82e28e3,None
2636583,4b5c9759f964a520843829e3,4bf58dd8d48988d1e9931735
2636583,4dd59ed545ddced8205acac4,4bf58dd8d48988d110941735
2636583,4dc40400d164eb9c9fc9f2fc,None
2636583,4dc96c1445dd5c3d1588e0b3,4bf58dd8d48988d171941735
2636583,4c060942c36cef3b7121210e,4bf58dd8d48988d116941735
2636583,4bab7514f964a520d2aa3ae3,4bf58dd8d48988d1d3941735
2636583,4dc57add18387d1bd53eaf11,4bf58dd8d48988d16d941735
2636583,4be9d49ff90e9c74bd57e3ed,4d1cf8421a97d635ce361c31
2636583,4c698b3d8e7c0f476fe8df0f,4bf58dd8d48988d116941735
2636583,4a876971f964a520430420e3,4bf58dd8d48988d121941735
2636583,4bb4da2f2ba29c741560ef2d,4bf58dd8d48988d116941735
2636583,4c9f7e687c096dcb11e8ded1,None
2636583,4bb4da2f2ba29c741560ef2d,4bf58dd8d48988d116941735
417390,4c59a7176407d13a40b8b228,4bf58dd8d48988d1d3941735
417390,4aa685e0f964a5200f4a20e3,4bf58dd8d48988d16d941735
417390,4c001a2edaf9c9b65a46fbef,4bf58dd8d48988d110951735
8468875,4bb77d6a314e9521a72c479d,4bf58dd8d48988d182941735
792311,4c433fe3d691c9b65d7b8f0a,4bf58dd8d48988d10e941735
792311,4bc415b7dce4eee19bed719d,4bf58dd8d48988d12f951735
792311,4bb77d6a314e9521a72c479d,4bf58dd8d48988d182941735
792311,4ba3950cf964a5202f4938e3,4bf58dd8d48988d14e941735
1405491,4d0fe59a71e8a1cd3d6a7dbd,4bf58dd8d48988d174941735
1405491,4c430f31520fa593830accac,None
1405491,4b783278f964a5208cbb2ee3,4bf58dd8d48988d1c4941735
1405491,4b1ac081f964a520fff023e3,None
1405491,4ba3c46af964a520105d38e3,4bf58dd8d48988d1e2941735
1405491,4b203f7ef964a520542f24e3,4bf58dd8d48988d116941735
3655522,4dee6822814d56e30837fc44,4bf58dd8d48988d1e4941735
3655522,4b783278f964a5208cbb2ee3,4bf58dd8d48988d1c4941735
3655522,4c01342dcf3aa593a29cccb0,4bf58dd8d48988d176941735
3655522,4cf526e67bf3b60c10eb737f,4bf58dd8d48988d183941735
3655522,4cf83f564fd7a090e18e885a,4bf58dd8d48988d1e7941735
3655522,4cf9a596becca09095435fe0,4bf58dd8d48988d1e0941735
3655522,4cf9a452becca09017425fe0,4bf58dd8d48988d1e7941735
3655522,4cf9a320becca0901a415fe0,4bf58dd8d48988d1e2941735
3655522,4cf83ddc4fd7a090158d885a,4bf58dd8d48988d1e7941735
3655522,4cdcbf19df986ea8c2d4d116,4bf58dd8d48988d18d941735
3655522,4bbd049b4e069c74823d9ee3,4bf58dd8d48988d145941735
3655522,4bb6235e6edc76b02973301c,4bf58dd8d48988d1ff941735
3655522,4c32217466e40f470cfec58b,4bf58dd8d48988d114951735
3655522,4bfa984f8d30d13ab3cb0318,None
3655522,4a63525af964a520bdc41fe3,4bf58dd8d48988d1fd941735
2830368,4a077c03f964a52061731fe3,4bf58dd8d48988d1f5931735
2830368,4d1bea8ff8ca236acd26f230,4bf58dd8d48988d16b941735
2830368,4c680ef6f7a80f47a11aa27a,4bf58dd8d48988d1e2941735
2830368,4be5cce82468c92829930043,4bf58dd8d48988d1e2941735
4586005,4c031145f423a59393cccf16,4bf58dd8d48988d163941735
4586005,4c433666ce54e21e01bb0d1a,4bf58dd8d48988d1d2941735
4586005,4b773d5df964a520c58a2ee3,4bf58dd8d48988d149941735
4586005,4b52c504f964a520ba8727e3,4bf58dd8d48988d14e941735
4586005,4b058696f964a520ee6622e3,4bf58dd8d48988d145941735
4586005,4b058696f964a520ee6622e3,4bf58dd8d48988d145941735
4586005,4b9c4a3ff964a520675c36e3,4bf58dd8d48988d124951735
4586005,4ce80710595cb1f75b39c614,4bf58dd8d48988d124941735
4586005,4b8feb35f964a520886933e3,4bf58dd8d48988d1ca941735
4586005,4cbe12349ca85481528eae16,4bf58dd8d48988d1eb941735
5001938,4bdda8b9ffdec92888e1e5a1,4bf58dd8d48988d1f4931735
5001938,4bf828a78d30d13aa73f0018,4bf58dd8d48988d162941735
5001938,4c031145f423a59393cccf16,4bf58dd8d48988d163941735
5001938,4b1158fdf964a520b07a23e3,4bf58dd8d48988d17f941735
2452751,4c031145f423a59393cccf16,4bf58dd8d48988d163941735
2110933,4bc9e8e63740b71327835f65,4bf58dd8d48988d104951735
